,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau_True,sexo_M,posse_de_imovel_Y,posse_de_veiculo_Y
1850,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.36986301369863,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0
1851,0,Working,Secondary / secondary special,Married,Rented apartment,33.9013698630137,0.8410958904109589,1,1,1,0,2.0,0,1,0,1
1852,0,Working,Secondary / secondary special,Married,House / apartment,28.252054794520543,1.926027397260274,1,0,1,0,2.0,0,1,0,0
1853,0,Working,Higher education,Married,House / apartment,29.386301369863013,5.263013698630137,1,1,1,0,2.0,0,0,0,0
1854,1,Working,Secondary / secondary special,Married,House / apartment,31.926027397260277,4.4301369863013695,1,1,0,0,3.0,0,1,0,0
1855,0,Working,Secondary / secondary special,Married,House / apartment,36.99452054794521,4.843835616438356,1,1,1,0,2.0,0,0,0,1
1856,0,Working,Secondary / secondary special,Civil marriage,With parents,30.16164383561644,3.9287671232876713,1,1,1,0,2.0,0,0,0,0
1857,0,Commercial associate,Higher education,Married,With parents,40.0986301369863,12.849315068493151,1,1,1,0,2.0,0,0,0,0
1858,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44.67397260273973,13.435616438356163,1,1,1,0,2.0,0,0,0,0
1859,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.47397260273973,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0
1860,0,Working,Incomplete higher,Married,House / apartment,33.97808219178082,2.512328767123288,1,1,0,0,2.0,0,0,0,0
1861,0,Working,Secondary / secondary special,Married,House / apartment,28.42739726027397,0.3452054794520548,1,0,1,0,2.0,0,1,0,1
1862,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,58.57808219178082,0.4273972602739726,1,0,0,0,1.0,0,0,0,0
1863,0,Working,Secondary / secondary special,Married,House / apartment,31.495890410958904,4.758904109589041,1,1,0,0,2.0,0,1,0,0
1864,0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.83287671232877,6.846575342465753,1,1,0,0,2.0,0,0,0,0
1865,0,Pensioner,Higher education,Single / not married,House / apartment,63.81095890410959,-1000.6657534246576,1,0,1,0,1.0,0,0,0,0
1866,0,State servant,Secondary / secondary special,Separated,House / apartment,52.19178082191781,1.2602739726027397,1,1,0,0,1.0,0,1,0,1
1867,0,Working,Secondary / secondary special,Widow,House / apartment,45.23013698630137,5.515068493150685,1,1,1,0,1.0,0,0,0,0
1868,2,State servant,Higher education,Married,House / apartment,43.98082191780822,20.18904109589041,1,1,1,0,4.0,0,0,0,1
1869,2,State servant,Higher education,Married,House / apartment,43.98082191780822,20.18904109589041,1,1,1,0,4.0,1,0,0,1
1870,0,Commercial associate,Higher education,Married,House / apartment,53.41095890410959,4.597260273972603,1,0,1,0,2.0,0,0,0,1
1871,1,Working,Secondary / secondary special,Separated,House / apartment,39.31232876712329,11.183561643835615,1,0,1,0,2.0,0,0,0,0
1872,0,Working,Secondary / secondary special,Married,Municipal apartment,45.59178082191781,27.36438356164384,1,1,1,0,2.0,0,0,0,0
1873,0,Pensioner,Secondary / secondary special,Married,House / apartment,48.72328767123288,-1000.6657534246576,1,0,1,0,2.0,0,0,0,1
1874,0,Working,Higher education,Married,House / apartment,38.72876712328768,20.273972602739725,1,1,1,0,2.0,0,0,0,0
1875,2,State servant,Higher education,Married,House / apartment,28.473972602739725,6.178082191780822,1,1,0,0,4.0,0,0,0,1
1876,0,Working,Secondary / secondary special,Married,House / apartment,53.74794520547945,4.4301369863013695,1,1,1,0,2.0,0,1,0,0
1877,0,Pensioner,Higher education,Married,House / apartment,52.15890410958904,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0
1878,0,Working,Secondary / secondary special,Married,House / apartment,53.06301369863014,3.43013698630137,1,1,0,0,2.0,0,0,0,0
1879,0,Commercial associate,Higher education,Married,House / apartment,28.92876712328767,1.1753424657534246,1,1,1,0,2.0,0,0,0,0
1880,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,32.09315068493151,3.9287671232876713,1,0,0,0,1.0,0,1,0,1
1881,0,Working,Secondary / secondary special,Married,House / apartment,46.36986301369863,4.515068493150685,1,1,0,0,2.0,0,0,0,0
1882,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,35.2027397260274,17.186301369863013,1,1,0,0,1.0,0,0,1,0
1883,0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,4.178082191780822,1,1,1,0,2.0,0,1,1,0
1884,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44.2,1.5945205479452054,1,0,0,0,2.0,0,0,1,0
1885,1,Commercial associate,Secondary / secondary special,Married,House / apartment,46.97808219178082,5.4301369863013695,1,0,0,0,3.0,0,1,1,1
1886,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.88219178082191,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
1887,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.75342465753425,-1000.6657534246576,1,0,0,0,2.0,0,1,1,0
1888,1,Working,Secondary / secondary special,Civil marriage,House / apartment,31.863013698630137,5.178082191780822,1,0,0,0,3.0,0,0,0,0
1889,0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.084931506849315,1.5123287671232877,1,0,0,0,2.0,0,0,1,0
1890,1,Working,Secondary / secondary special,Married,House / apartment,41.66301369863014,5.758904109589041,1,1,1,0,3.0,0,1,1,1
1891,0,State servant,Secondary / secondary special,Married,House / apartment,49.61643835616438,5.682191780821918,1,0,0,0,2.0,0,0,1,1
1892,2,State servant,Higher education,Married,House / apartment,39.43835616438356,14.52054794520548,1,0,0,0,4.0,0,0,1,0
1893,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,53.36438356164384,5.178082191780822,1,0,0,0,1.0,0,0,1,0
1894,1,Working,Higher education,Married,House / apartment,28.82191780821918,6.515068493150685,1,0,0,0,3.0,0,0,1,0
1895,0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.945205479452056,7.6,1,0,0,0,2.0,0,0,1,1
1896,2,Working,Higher education,Married,House / apartment,30.4986301369863,2.512328767123288,1,0,1,0,4.0,0,1,1,1
1897,0,Working,Secondary / secondary special,Widow,House / apartment,45.59178082191781,3.854794520547945,1,0,0,0,1.0,0,0,1,1
1898,2,Working,Secondary / secondary special,Married,With parents,27.794520547945204,0.6821917808219178,1,1,0,0,4.0,0,1,0,1
1899,1,State servant,Secondary / secondary special,Married,House / apartment,47.224657534246575,4.684931506849315,1,0,0,0,3.0,0,1,1,1
1900,1,Working,Secondary / secondary special,Separated,House / apartment,52.536986301369865,8.106849315068493,1,0,0,0,2.0,0,0,1,0
1901,0,State servant,Secondary / secondary special,Single / not married,House / apartment,36.88493150684931,2.1013698630136988,1,0,0,0,1.0,0,0,1,0
1902,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.57808219178082,19.45205479452055,1,0,1,0,2.0,0,0,1,0
1903,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.7068493150685,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
1904,0,Working,Incomplete higher,Civil marriage,House / apartment,43.13424657534247,6.441095890410959,1,1,1,0,2.0,0,0,0,0
1905,2,Working,Secondary / secondary special,Married,House / apartment,33.06849315068493,0.6821917808219178,1,1,0,0,4.0,0,1,1,1
1906,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,28.583561643835612,8.106849315068493,1,0,0,0,3.0,0,0,0,1
1907,0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.23561643835617,-1000.6657534246576,1,0,1,0,1.0,0,1,1,0
1908,0,Working,Higher education,Married,House / apartment,58.156164383561645,2.271232876712329,1,0,0,0,2.0,0,0,1,1
1909,0,Working,Secondary / secondary special,Widow,House / apartment,57.33972602739726,4.523287671232877,1,0,0,0,1.0,0,0,1,0
1910,1,Commercial associate,Higher education,Single / not married,House / apartment,27.753424657534246,4.523287671232877,1,0,0,0,2.0,0,0,0,1
1911,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.52054794520548,-1000.6657534246576,1,0,1,0,2.0,0,0,1,1
1912,1,Working,Secondary / secondary special,Civil marriage,House / apartment,40.04383561643836,12.446575342465753,1,1,1,1,3.0,0,0,1,0
1913,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.1013698630137,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
1914,0,State servant,Higher education,Married,House / apartment,62.70958904109589,0.6054794520547945,1,0,1,0,2.0,0,0,1,1
1915,0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.536986301369865,0.6054794520547945,1,0,0,0,2.0,0,1,0,0
1916,1,Working,Incomplete higher,Single / not married,House / apartment,37.28493150684932,4.441095890410959,1,0,0,0,2.0,0,0,1,0
1917,1,Working,Higher education,Married,Municipal apartment,42.75616438356165,0.4383561643835616,1,0,1,0,3.0,0,1,1,1
1918,0,Working,Secondary / secondary special,Married,House / apartment,36.81095890410959,4.441095890410959,1,1,0,0,2.0,0,1,1,0
1919,0,Working,Higher education,Single / not married,House / apartment,24.931506849315067,3.104109589041096,1,0,0,0,1.0,0,0,1,0
1920,0,Pensioner,Secondary / secondary special,Married,House / apartment,52.131506849315066,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
1921,0,Pensioner,Higher education,Married,House / apartment,55.86027397260274,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
1922,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,45.73150684931507,19.534246575342465,1,0,0,0,2.0,0,0,0,1
1923,0,Working,Incomplete higher,Single / not married,House / apartment,38.43835616438356,5.684931506849315,1,0,0,0,1.0,0,0,1,0
1924,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,54.88219178082192,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
1925,0,State servant,Secondary / secondary special,Married,House / apartment,49.72602739726028,7.526027397260274,1,0,0,0,2.0,0,0,1,0
1926,2,State servant,Higher education,Married,House / apartment,43.90958904109589,15.449315068493153,1,0,1,0,4.0,0,1,1,0
1927,0,Pensioner,Higher education,Married,House / apartment,59.9013698630137,-1000.6657534246576,1,0,0,0,2.0,0,0,1,1
1928,0,State servant,Secondary / secondary special,Married,House / apartment,47.26849315068493,11.69041095890411,1,0,0,0,2.0,0,0,1,0
1929,0,Pensioner,Higher education,Married,House / apartment,55.73972602739726,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
1930,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.701369863013696,13.942465753424658,1,0,0,0,1.0,0,0,1,0
1931,2,Working,Secondary / secondary special,Married,House / apartment,32.0,10.610958904109587,1,1,1,0,4.0,0,0,1,1
1932,1,State servant,Secondary / secondary special,Married,House / apartment,44.14794520547945,1.9342465753424656,1,0,0,0,3.0,0,0,1,1
1933,2,Working,Higher education,Married,House / apartment,32.43287671232877,2.186301369863014,1,0,0,0,4.0,0,1,1,1
1934,0,Working,Higher education,Single / not married,House / apartment,32.85205479452055,1.9342465753424656,1,0,0,1,1.0,0,0,0,0
1935,2,State servant,Secondary / secondary special,Married,House / apartment,38.8027397260274,18.86575342465753,1,0,1,0,4.0,0,1,1,0
1936,0,Commercial associate,Incomplete higher,Married,House / apartment,22.07123287671233,1.1863013698630136,1,0,0,0,2.0,0,0,1,0
1937,0,Working,Secondary / secondary special,Married,House / apartment,28.339726027397266,6.93972602739726,1,0,0,0,2.0,0,0,0,0
1938,0,Commercial associate,Higher education,Single / not married,House / apartment,33.8,11.613698630136986,1,0,0,0,1.0,0,0,1,1
1939,0,Pensioner,Higher education,Married,House / apartment,64.23835616438356,-1000.6657534246576,1,0,0,0,2.0,0,0,1,1
1940,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.87945205479452,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
1941,1,Working,Secondary / secondary special,Civil marriage,House / apartment,33.45205479452055,7.526027397260274,1,0,0,0,3.0,0,0,0,0
1942,1,Working,Secondary / secondary special,Civil marriage,House / apartment,26.471232876712328,2.936986301369863,1,1,1,0,3.0,0,0,1,0
1943,2,Working,Incomplete higher,Married,House / apartment,31.32054794520548,0.3534246575342465,1,0,1,0,4.0,0,0,1,1
1944,0,Working,Secondary / secondary special,Married,House / apartment,64.35068493150685,14.10958904109589,1,0,1,0,2.0,0,0,1,0
1945,1,Commercial associate,Higher education,Single / not married,House / apartment,38.56438356164384,5.76986301369863,1,0,0,0,2.0,0,0,1,1
1946,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.55890410958904,-1000.6657534246576,1,0,0,0,2.0,0,0,1,1
1947,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.28767123287671,0.6821917808219178,1,0,0,0,2.0,0,0,1,1
1948,1,Working,Secondary / secondary special,Married,House / apartment,43.57534246575342,24.117808219178084,1,1,0,0,3.0,0,0,1,0
1949,1,Commercial associate,Secondary / secondary special,Married,House / apartment,30.328767123287676,1.7671232876712328,1,1,0,0,3.0,0,0,0,0
1950,0,Working,Secondary / secondary special,Separated,House / apartment,49.18356164383562,11.194520547945206,1,0,0,0,1.0,0,1,1,0
1951,1,Working,Secondary / secondary special,Separated,House / apartment,33.42465753424658,12.446575342465753,1,0,0,0,2.0,0,0,0,0
1952,1,Commercial associate,Secondary / secondary special,Married,House / apartment,37.98630136986301,4.608219178082192,1,0,1,0,3.0,0,0,1,1
1953,1,Working,Secondary / secondary special,Married,House / apartment,57.13424657534247,10.106849315068493,1,0,0,0,3.0,0,0,1,0
1954,0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.12602739726027,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
1955,2,Working,Secondary / secondary special,Married,House / apartment,37.772602739726025,8.443835616438356,1,0,0,0,4.0,0,0,1,0
1956,0,Commercial associate,Higher education,Single / not married,House / apartment,42.945205479452056,6.021917808219178,1,0,0,0,1.0,0,0,1,0
1957,0,Commercial associate,Higher education,Married,With parents,26.972602739726028,3.356164383561644,1,1,0,0,2.0,0,0,0,0
1958,0,Working,Secondary / secondary special,Single / not married,House / apartment,48.28219178082192,25.36986301369863,1,0,0,0,1.0,0,0,1,0
1959,0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,43.397260273972606,4.936986301369863,1,0,0,0,2.0,0,0,1,1
1960,0,State servant,Higher education,Married,House / apartment,60.15068493150685,34.12328767123287,1,0,0,0,2.0,0,0,1,1
1961,1,Working,Higher education,Married,House / apartment,45.83013698630137,19.367123287671237,1,0,1,0,3.0,0,1,1,0
1962,0,Commercial associate,Higher education,Married,Rented apartment,26.9013698630137,0.5205479452054794,1,1,1,0,2.0,0,1,1,1
1963,0,Working,Secondary / secondary special,Widow,House / apartment,48.52054794520548,4.854794520547945,1,0,0,0,1.0,0,0,1,0
1964,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.136986301369866,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
1965,0,Working,Secondary / secondary special,Single / not married,House / apartment,47.88767123287671,6.131506849315069,1,1,0,0,1.0,0,1,1,0
1966,0,Working,Incomplete higher,Single / not married,Municipal apartment,35.40547945205479,0.4657534246575342,1,0,0,0,1.0,0,1,0,0
1967,0,Working,Incomplete higher,Married,House / apartment,43.66027397260274,4.131506849315069,1,0,1,0,2.0,0,1,1,1
1968,1,Working,Secondary / secondary special,Married,House / apartment,31.4,3.2986301369863016,1,1,1,0,3.0,0,0,1,0
1969,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.34246575342466,6.635616438356164,1,0,0,0,3.0,0,0,1,0
1970,2,Commercial associate,Secondary / secondary special,Married,House / apartment,36.67397260273973,3.8794520547945206,1,0,0,0,4.0,0,0,1,1
1971,0,Pensioner,Lower secondary,Civil marriage,House / apartment,66.03013698630137,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
1972,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,53.93150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,1,0
1973,0,Working,Higher education,Single / not married,House / apartment,26.95616438356164,4.298630136986302,1,0,0,0,1.0,0,1,0,1
1974,0,Working,Secondary / secondary special,Single / not married,House / apartment,36.73150684931507,1.4657534246575343,1,0,0,0,1.0,0,1,1,1
1975,1,Working,Secondary / secondary special,Married,Municipal apartment,39.81917808219178,18.22465753424657,1,0,0,0,3.0,0,1,0,0
1976,0,Pensioner,Higher education,Married,House / apartment,64.5095890410959,-1000.6657534246576,1,0,0,0,2.0,0,1,1,1
1977,0,Working,Secondary / secondary special,Single / not married,House / apartment,52.18082191780822,15.391780821917807,1,0,0,0,1.0,0,0,1,1
1978,2,Commercial associate,Secondary / secondary special,Married,House / apartment,39.59452054794521,11.64109589041096,1,0,0,0,4.0,0,1,0,1
1979,1,Working,Secondary / secondary special,Married,Municipal apartment,41.47123287671233,6.131506849315069,1,1,1,0,3.0,0,0,0,0
1980,0,Working,Higher education,Single / not married,Rented apartment,37.704109589041096,5.383561643835616,1,1,0,0,1.0,0,0,0,0
1981,0,Working,Higher education,Married,House / apartment,37.23013698630137,0.547945205479452,1,0,0,1,2.0,0,0,1,0
1982,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.5013698630137,-1000.6657534246576,1,0,0,0,2.0,0,1,1,1
1983,2,Working,Secondary / secondary special,Married,House / apartment,48.778082191780825,3.1315068493150684,1,0,0,0,4.0,0,1,1,0
1984,1,Working,Secondary / secondary special,Married,House / apartment,31.5013698630137,12.304109589041095,1,0,0,0,3.0,0,1,0,1
1985,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583561643835615,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0
1986,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.6,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
1987,2,State servant,Higher education,Married,With parents,29.964383561643835,4.216438356164384,1,0,0,0,4.0,0,1,0,1
1988,1,State servant,Secondary / secondary special,Married,House / apartment,40.43561643835616,2.7150684931506848,1,0,0,0,3.0,0,1,0,1
1989,0,Working,Secondary / secondary special,Married,House / apartment,51.989041095890414,10.219178082191782,1,1,0,0,2.0,0,0,1,0
1990,2,Pensioner,Higher education,Married,House / apartment,44.85479452054795,-1000.6657534246576,1,0,0,0,4.0,0,1,1,0
1991,0,Working,Secondary / secondary special,Married,House / apartment,41.0027397260274,0.4657534246575342,1,0,0,0,2.0,0,0,1,1
1992,2,Working,Secondary / secondary special,Married,House / apartment,32.224657534246575,1.9616438356164383,1,0,0,0,4.0,0,0,1,0
1993,1,Working,Higher education,Married,House / apartment,42.61917808219178,3.635616438356165,1,0,0,0,3.0,0,1,1,1
1994,1,State servant,Secondary / secondary special,Married,House / apartment,39.45205479452055,6.882191780821918,1,0,0,0,3.0,0,0,1,0
1995,1,Working,Incomplete higher,Married,House / apartment,28.78904109589041,0.3808219178082191,1,1,0,0,3.0,0,0,1,0
1996,1,Working,Secondary / secondary special,Married,House / apartment,39.32876712328767,15.224657534246576,1,1,0,0,3.0,0,1,1,1
1997,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.9041095890411,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
1998,0,Working,Secondary / secondary special,Married,House / apartment,40.6958904109589,6.717808219178083,1,0,1,0,2.0,0,0,1,1
1999,0,Pensioner,Lower secondary,Married,House / apartment,65.12328767123287,-1000.6657534246576,1,0,0,0,2.0,0,1,1,0
2000,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,34.85205479452055,14.389041095890413,1,0,0,0,3.0,0,0,1,0
2001,1,Working,Higher education,Married,House / apartment,37.66849315068493,7.882191780821918,1,1,1,0,3.0,0,0,1,0
2002,0,Commercial associate,Higher education,Single / not married,House / apartment,37.77534246575343,10.471232876712328,1,1,1,0,1.0,0,0,1,0
2003,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.78630136986301,2.8794520547945206,1,0,0,0,3.0,0,0,1,0
2004,0,Commercial associate,Higher education,Separated,House / apartment,44.48219178082192,8.219178082191782,1,0,0,0,1.0,0,0,1,0
2005,0,Commercial associate,Higher education,Separated,House / apartment,28.16986301369863,0.2958904109589041,1,0,0,0,1.0,0,1,1,0
2006,1,Commercial associate,Higher education,Separated,House / apartment,29.523287671232875,3.2164383561643834,1,0,0,0,2.0,0,1,0,0
2007,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.394520547945206,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
2008,0,Working,Higher education,Single / not married,House / apartment,28.65753424657534,0.6328767123287671,1,0,0,0,1.0,0,1,0,1
2009,0,Commercial associate,Higher education,Married,House / apartment,36.35890410958904,4.298630136986302,1,0,0,0,2.0,0,1,0,1
2010,0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.8027397260274,7.134246575342465,1,0,0,0,2.0,0,1,1,1
2011,0,Working,Higher education,Married,House / apartment,54.69315068493151,3.3835616438356166,1,0,1,0,2.0,0,0,0,1
2012,0,Commercial associate,Higher education,Married,House / apartment,37.58904109589041,5.298630136986302,1,0,1,0,2.0,0,0,0,0
2013,0,Working,Secondary / secondary special,Single / not married,House / apartment,25.41917808219178,3.0493150684931507,1,0,0,0,1.0,0,1,0,1
2014,1,Working,Higher education,Married,House / apartment,25.86575342465753,3.3835616438356166,1,0,0,0,3.0,0,1,1,0
2015,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.91506849315068,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
2016,0,Working,Higher education,Married,House / apartment,42.51780821917808,5.550684931506849,1,1,0,0,2.0,0,1,0,1
2017,0,Pensioner,Higher education,Married,House / apartment,61.2054794520548,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
2018,0,Working,Secondary / secondary special,Married,House / apartment,37.44657534246576,2.213698630136986,1,0,0,0,2.0,0,0,1,0
2019,1,Working,Secondary / secondary special,Separated,House / apartment,45.25205479452055,2.7150684931506848,1,0,0,0,2.0,0,0,0,0
2020,2,Commercial associate,Higher education,Married,With parents,34.57808219178082,3.635616438356165,1,0,0,0,4.0,0,0,1,1
2021,0,Working,Higher education,Married,House / apartment,26.684931506849317,8.301369863013699,1,0,0,0,2.0,0,1,0,0
2022,1,Commercial associate,Higher education,Married,House / apartment,45.78082191780822,8.471232876712328,1,0,0,0,3.0,0,0,1,1
2023,1,Working,Secondary / secondary special,Married,House / apartment,26.64383561643836,0.3808219178082191,1,0,0,0,3.0,0,1,0,1
2024,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.12602739726027,-1000.6657534246576,1,0,0,0,2.0,0,1,1,0
2025,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027397261,-1000.6657534246576,1,0,0,0,1.0,1,0,1,0
2026,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027397261,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
2027,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,46.54794520547945,5.550684931506849,1,0,0,0,2.0,0,1,1,1
2028,0,Pensioner,Lower secondary,Married,House / apartment,65.56986301369864,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
2029,0,State servant,Secondary / secondary special,Single / not married,House / apartment,41.1972602739726,6.049315068493151,1,0,0,0,1.0,0,1,0,0
2030,1,Working,Higher education,Married,House / apartment,36.07671232876712,7.052054794520548,1,0,0,0,3.0,0,0,0,1
2031,0,Working,Secondary / secondary special,Single / not married,House / apartment,52.21095890410959,10.72054794520548,1,0,0,0,1.0,0,0,1,1
2032,1,Commercial associate,Secondary / secondary special,Married,House / apartment,42.865753424657534,12.64109589041096,1,0,0,0,3.0,0,1,1,0
2033,1,Working,Secondary / secondary special,Married,With parents,24.895890410958906,2.8794520547945206,1,0,0,0,3.0,0,1,0,1
2034,1,Working,Higher education,Married,House / apartment,32.23835616438356,10.63835616438356,1,1,0,0,3.0,0,1,1,1
2035,0,Working,Secondary / secondary special,Married,House / apartment,57.92876712328767,4.635616438356164,1,0,0,0,2.0,0,0,1,0
2036,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,47.27945205479452,2.128767123287671,1,0,0,0,1.0,0,0,0,0
2037,1,Working,Secondary / secondary special,Single / not married,House / apartment,41.2027397260274,9.134246575342466,1,0,1,0,2.0,0,0,1,0
2038,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,30.03013698630137,1.295890410958904,1,0,0,0,2.0,0,0,1,0
2039,1,State servant,Secondary / secondary special,Married,House / apartment,32.85479452054795,9.805479452054794,1,0,0,0,3.0,0,1,1,1
2040,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.97808219178082,-1000.6657534246576,1,0,0,0,2.0,0,0,1,1
2041,0,State servant,Higher education,Married,House / apartment,48.76986301369863,23.23013698630137,1,0,0,0,2.0,0,0,1,0
2042,0,Commercial associate,Higher education,Married,House / apartment,62.59178082191781,25.312328767123287,1,0,0,0,2.0,0,0,0,0
2043,0,Commercial associate,Higher education,Married,House / apartment,35.53972602739726,6.049315068493151,1,1,1,0,2.0,0,0,1,0
2044,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.31232876712329,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
2045,0,State servant,Higher education,Separated,House / apartment,53.41917808219178,3.717808219178082,1,0,0,0,1.0,0,0,1,0
2046,2,State servant,Lower secondary,Married,House / apartment,38.9972602739726,15.643835616438356,1,1,0,0,4.0,0,0,1,1
2047,0,Working,Secondary / secondary special,Married,House / apartment,57.61643835616438,6.298630136986302,1,0,0,0,2.0,0,0,1,1
2048,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.64657534246575,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
2049,0,Working,Secondary / secondary special,Civil marriage,House / apartment,51.153424657534245,3.2164383561643834,1,0,0,0,2.0,0,0,0,1
2050,0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.917808219178085,-1000.6657534246576,1,0,1,0,1.0,0,0,1,0
2051,2,Working,Secondary / secondary special,Civil marriage,House / apartment,37.37808219178082,10.63835616438356,1,0,0,0,4.0,0,0,1,0
2052,0,Working,Higher education,Single / not married,House / apartment,34.56438356164384,5.216438356164384,1,1,1,0,1.0,0,1,0,0
2053,0,Working,Secondary / secondary special,Married,House / apartment,55.61917808219178,8.471232876712328,1,1,1,0,2.0,0,0,1,0
2054,0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,48.64383561643836,11.884931506849314,1,0,0,0,1.0,0,1,0,0
2055,0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.16438356164384,2.7150684931506848,1,0,1,0,2.0,0,0,1,0
2056,0,Working,Higher education,Married,With parents,30.254794520547943,5.717808219178083,1,0,0,0,2.0,0,1,0,1
2057,0,State servant,Secondary / secondary special,Married,House / apartment,52.83287671232877,7.134246575342465,1,1,1,0,2.0,0,0,1,1
2058,0,Pensioner,Higher education,Married,House / apartment,61.42465753424658,-1000.6657534246576,1,0,1,0,2.0,0,0,1,1
2059,0,Commercial associate,Higher education,Married,House / apartment,39.89041095890411,6.635616438356164,1,0,0,0,2.0,0,1,1,1
2060,0,Working,Secondary / secondary special,Single / not married,House / apartment,55.18356164383562,0.2958904109589041,1,0,0,0,1.0,0,1,0,1
2061,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.17260273972603,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
2062,1,Commercial associate,Secondary / secondary special,Married,House / apartment,31.36164383561644,8.301369863013699,1,0,0,0,3.0,0,0,0,0
2063,0,Working,Secondary / secondary special,Married,House / apartment,49.87945205479452,11.221917808219178,1,0,0,0,2.0,0,0,1,0
2064,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.96986301369863,-1000.6657534246576,1,0,0,0,2.0,0,0,1,1
